Wilayah;Kecamatan;Nama Faskes (Rumah Sakit dan Puskesmas);Jenis Penyakit;Januari;Februari;Maret;April;Mei;Juni;Juli;Agustus;September;Oktober;November
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Penyakit pada sistem pencernaan;429;604;1.253;310;424;362;436;522;533;631;559
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Penyakit pada kulit dan jaringan subcutaneous;124;155;417;113;142;102;128;139;144;149;195
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Penyakit pada sistem musculoskletal;223;407;634;141;233;233;213;244;213;245;238
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Penyakit pada sistem saluran kemih dan genital;53;71;110;20;59;44;49;46;44;47;62
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Kehamilan dan kelahiran;3;8;27;6;8;19;8;48;12;20;17
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Keadaan yang berasal dari periode perinatal;4;225;7;2;1;0;1;1;0;1;4
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Malformasi kongenital, deformasi dan kelainan chromosom;3;90;8;1;2;2;2;6;10;6;3
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;108;446;359;86;132;93;117;145;122;93;86
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Keracunan, cedera dan beberapa penyebab yang dari luar;83;207;224;38;58;53;62;90;71;70;41
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Penyebab morbiditas dan kematian eksternal;0;10;1;0;1;4;3;1;0;5;2
Surabaya Selatan;Wonokromo;Puskesmas Ngagelrejo;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;603;0;1.579;408;609;582;819;959;924;820;706
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Penyakit Infeksi dan parasit;162;121;494;128;171;162;161;190;181;187;186
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Neoplasma;9;14;45;16;19;15;19;16;15;23;17
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;1;27;9;5;2;7;3;3;3;6;14
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Endokrin, nutrisi dan gangguan metabolik;145;63;414;136;72;53;77;79;87;143;157
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Gangguan jiwa dan perilaku;16;61;37;8;15;8;7;8;5;9;12
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Penyakit yang mengenai sistem syaraf;38;131;148;52;33;28;19;31;48;50;54
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Penyakit mata dan adnexa;149;572;389;81;97;84;115;98;68;103;103
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Penyakit telinga dan mastoid;91;517;240;76;103;66;78;70;62;97;96
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Penyakit pada sistem sirkulasi;192;106;512;148;75;44;46;79;48;79;80
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Penyakit pada sistem pernafasan;644;253;1.984;602;729;629;681;984;896;810;603
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Penyakit pada sistem pencernaan;300;29;858;217;283;227;199;354;294;332;351
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Penyakit pada kulit dan jaringan subcutaneous;165;2;429;121;160;138;171;174;168;196;225
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Penyakit pada sistem musculoskletal;218;126;726;154;287;197;228;264;222;277;266
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Penyakit pada sistem saluran kemih dan genital;48;40;129;42;52;36;31;34;36;52;68
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Kehamilan dan kelahiran;5;276;23;5;7;6;14;11;5;10;8
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Keadaan yang berasal dari periode perinatal;2;143;6;2;2;2;2;1;4;0;4
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Malformasi kongenital, deformasi dan kelainan chromosom;1;15;7;2;1;0;2;2;0;1;1
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;164;3;450;96;172;129;122;132;138;186;140
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Keracunan, cedera dan beberapa penyebab yang dari luar;51;60;163;62;52;40;77;62;41;45;61
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Penyebab morbiditas dan kematian eksternal;3;5;4;0;3;1;0;0;1;2;1
Surabaya Timur;Tambaksari;Puskesmas Pacarkeling;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;250;34;672;394;713;561;239;251;210;289;310
Surabaya Selatan;Sawahan;Puskesmas Pakis;Penyakit Infeksi dan parasit;136;49;514;118;202;190;179;225;189;235;240
Surabaya Selatan;Sawahan;Puskesmas Pakis;Neoplasma;42;29;96;23;28;20;24;18;28;26;25
Surabaya Selatan;Sawahan;Puskesmas Pakis;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;5;100;19;5;7;3;3;4;4;1;4
Surabaya Selatan;Sawahan;Puskesmas Pakis;Endokrin, nutrisi dan gangguan metabolik;261;312;1.055;208;264;243;216;460;186;220;218
Surabaya Selatan;Sawahan;Puskesmas Pakis;Gangguan jiwa dan perilaku;39;357;126;18;40;18;26;25;10;19;19
Surabaya Selatan;Sawahan;Puskesmas Pakis;Penyakit yang mengenai sistem syaraf;92;69;253;61;47;58;49;40;24;51;38
Surabaya Selatan;Sawahan;Puskesmas Pakis;Penyakit mata dan adnexa;52;206;116;40;57;46;43;34;63;50;57
Surabaya Selatan;Sawahan;Puskesmas Pakis;Penyakit telinga dan mastoid;58;21;168;33;55;41;45;60;45;45;67
Surabaya Selatan;Sawahan;Puskesmas Pakis;Penyakit pada sistem sirkulasi;288;4;867;135;148;105;124;224;101;103;111
Surabaya Selatan;Sawahan;Puskesmas Pakis;Penyakit pada sistem pernafasan;594;155;1.821;563;647;551;587;871;799;741;571
Surabaya Selatan;Sawahan;Puskesmas Pakis;Penyakit pada sistem pencernaan;496;39;1.471;347;474;397;431;484;406;498;451
Surabaya Selatan;Sawahan;Puskesmas Pakis;Penyakit pada kulit dan jaringan subcutaneous;104;248;314;110;122;103;111;140;102;132;145
Surabaya Selatan;Sawahan;Puskesmas Pakis;Penyakit pada sistem musculoskletal;241;122;724;159;247;216;223;249;206;223;214
Surabaya Selatan;Sawahan;Puskesmas Pakis;Penyakit pada sistem saluran kemih dan genital;70;11;191;49;52;45;60;47;67;43;62
Surabaya Selatan;Sawahan;Puskesmas Pakis;Kehamilan dan kelahiran;17;5;36;6;10;13;17;17;9;18;11
Surabaya Selatan;Sawahan;Puskesmas Pakis;Keadaan yang berasal dari periode perinatal;8;47;18;5;3;2;1;4;8;10;9
Surabaya Selatan;Sawahan;Puskesmas Pakis;Malformasi kongenital, deformasi dan kelainan chromosom;5;6;13;0;1;2;2;4;2;3;3
Surabaya Selatan;Sawahan;Puskesmas Pakis;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;150;22;406;96;112;93;82;116;125;128;121
Surabaya Selatan;Sawahan;Puskesmas Pakis;Keracunan, cedera dan beberapa penyebab yang dari luar;76;64;188;61;77;55;65;78;67;83;64
Surabaya Selatan;Sawahan;Puskesmas Pakis;Penyebab morbiditas dan kematian eksternal;1;35;3;0;0;1;1;1;1;1;0
Surabaya Selatan;Sawahan;Puskesmas Pakis;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;537;69;2.491;537;878;718;818;1.256;606;938;841
Surabaya Utara;Semampir;Puskesmas Pegirian;Penyakit Infeksi dan parasit;244;415;724;224;328;198;217;238;229;305;270
Surabaya Utara;Semampir;Puskesmas Pegirian;Neoplasma;2;370;17;7;3;4;14;10;14;20;18
Surabaya Utara;Semampir;Puskesmas Pegirian;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;2;117;4;0;5;0;0;1;1;2;3
Surabaya Utara;Semampir;Puskesmas Pegirian;Endokrin, nutrisi dan gangguan metabolik;96;107;290;61;98;88;74;76;151;140;121
Surabaya Utara;Semampir;Puskesmas Pegirian;Gangguan jiwa dan perilaku;8;21;61;11;25;16;7;21;15;12;17
Surabaya Utara;Semampir;Puskesmas Pegirian;Penyakit yang mengenai sistem syaraf;22;0;112;35;60;61;63;46;64;44;48
Surabaya Utara;Semampir;Puskesmas Pegirian;Penyakit mata dan adnexa;86;51;269;67;96;73;88;90;67;100;87
Surabaya Utara;Semampir;Puskesmas Pegirian;Penyakit telinga dan mastoid;44;15;131;32;55;33;45;47;52;61;75
Surabaya Utara;Semampir;Puskesmas Pegirian;Penyakit pada sistem sirkulasi;67;313;236;80;122;76;116;99;123;140;124
Surabaya Utara;Semampir;Puskesmas Pegirian;Penyakit pada sistem pernafasan;735;181;2.108;561;720;755;668;1.073;976;889;716
Surabaya Utara;Semampir;Puskesmas Pegirian;Penyakit pada sistem pencernaan;344;15;909;210;314;241;327;295;401;400;418
Surabaya Utara;Semampir;Puskesmas Pegirian;Penyakit pada kulit dan jaringan subcutaneous;195;3;557;173;208;142;158;159;144;155;201
Surabaya Utara;Semampir;Puskesmas Pegirian;Penyakit pada sistem musculoskletal;176;80;577;105;237;175;169;159;151;168;192
Surabaya Utara;Semampir;Puskesmas Pegirian;Penyakit pada sistem saluran kemih dan genital;22;10;79;19;23;15;25;21;14;15;17
Surabaya Utara;Semampir;Puskesmas Pegirian;Kehamilan dan kelahiran;46;15;115;20;31;22;46;20;37;24;15
Surabaya Utara;Semampir;Puskesmas Pegirian;Keadaan yang berasal dari periode perinatal;1;81;4;1;2;0;0;1;3;0;2
Surabaya Utara;Semampir;Puskesmas Pegirian;Malformasi kongenital, deformasi dan kelainan chromosom;3;44;6;0;0;1;2;0;1;0;0
Surabaya Utara;Semampir;Puskesmas Pegirian;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;65;61;204;49;93;70;70;84;68;68;69
Surabaya Utara;Semampir;Puskesmas Pegirian;Keracunan, cedera dan beberapa penyebab yang dari luar;33;504;124;35;43;54;68;44;60;45;76
Surabaya Utara;Semampir;Puskesmas Pegirian;Penyebab morbiditas dan kematian eksternal;0;429;0;0;0;0;0;0;0;0;1
Surabaya Utara;Semampir;Puskesmas Pegirian;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;379;96;1.125;226;324;369;435;401;303;319;371
Surabaya Pusat;Genteng;Puskesmas Peneleh;Penyakit Infeksi dan parasit;190;210;540;115;211;171;202;201;190;226;180
Surabaya Pusat;Genteng;Puskesmas Peneleh;Neoplasma;26;45;51;12;15;17;18;20;15;32;17
Surabaya Pusat;Genteng;Puskesmas Peneleh;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;4;1;17;1;7;2;2;7;7;6;2
Surabaya Pusat;Genteng;Puskesmas Peneleh;Endokrin, nutrisi dan gangguan metabolik;69;170;212;33;57;59;69;69;49;79;58
Surabaya Pusat;Genteng;Puskesmas Peneleh;Gangguan jiwa dan perilaku;18;42;44;14;19;16;23;15;10;21;6
Surabaya Pusat;Genteng;Puskesmas Peneleh;Penyakit yang mengenai sistem syaraf;22;473;76;10;10;18;17;14;10;19;19
Surabaya Pusat;Genteng;Puskesmas Peneleh;Penyakit mata dan adnexa;39;107;202;55;110;91;88;113;86;89;87
Surabaya Pusat;Genteng;Puskesmas Peneleh;Penyakit telinga dan mastoid;41;22;132;20;37;27;30;48;39;39;38
Surabaya Pusat;Genteng;Puskesmas Peneleh;Penyakit pada sistem sirkulasi;102;5;313;78;100;92;126;123;109;120;78
Surabaya Pusat;Genteng;Puskesmas Peneleh;Penyakit pada sistem pernafasan;661;74;2.143;557;751;593;736;982;907;845;605
Surabaya Pusat;Genteng;Puskesmas Peneleh;Penyakit pada sistem pencernaan;424;17;1.263;305;380;316;384;389;393;397;419
Surabaya Pusat;Genteng;Puskesmas Peneleh;Penyakit pada kulit dan jaringan subcutaneous;189;30;545;123;145;158;182;151;159;169;213
Surabaya Pusat;Genteng;Puskesmas Peneleh;Penyakit pada sistem musculoskletal;196;35;622;131;203;168;201;234;192;250;249
Surabaya Pusat;Genteng;Puskesmas Peneleh;Penyakit pada sistem saluran kemih dan genital;36;44;109;22;38;40;45;48;28;52;43
Surabaya Pusat;Genteng;Puskesmas Peneleh;Kehamilan dan kelahiran;6;90;16;3;6;9;6;3;4;9;6
Surabaya Pusat;Genteng;Puskesmas Peneleh;Keadaan yang berasal dari periode perinatal;1;261;1;3;4;1;5;2;4;5;1
Surabaya Pusat;Genteng;Puskesmas Peneleh;Malformasi kongenital, deformasi dan kelainan chromosom;1;553;1;2;0;2;0;2;0;3;1
Surabaya Pusat;Genteng;Puskesmas Peneleh;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;172;105;489;90;157;147;142;179;187;188;150
Surabaya Pusat;Genteng;Puskesmas Peneleh;Keracunan, cedera dan beberapa penyebab yang dari luar;54;118;154;39;54;51;61;53;59;71;57
Surabaya Pusat;Genteng;Puskesmas Peneleh;Penyebab morbiditas dan kematian eksternal;1;54;4;2;4;0;2;3;0;0;1
Surabaya Pusat;Genteng;Puskesmas Peneleh;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;260;0;526;125;189;222;180;222;200;254;179
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Penyakit Infeksi dan parasit;214;125;713;203;283;259;233;286;305;288;211
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Neoplasma;29;42;94;20;31;26;17;17;28;29;29
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;22;730;45;0;3;2;2;2;3;3;5
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Endokrin, nutrisi dan gangguan metabolik;52;145;251;67;123;101;81;97;99;91;92
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Gangguan jiwa dan perilaku;15;4;60;9;20;13;19;35;13;26;15
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Penyakit yang mengenai sistem syaraf;23;2;73;16;23;18;20;24;9;9;27
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Penyakit mata dan adnexa;177;77;480;126;177;171;196;163;179;174;191
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Penyakit telinga dan mastoid;33;11;127;30;39;58;39;48;35;30;38
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Penyakit pada sistem sirkulasi;92;11;398;107;190;150;163;115;145;112;146
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Penyakit pada sistem pernafasan;800;127;2.731;832;863;863;912;1.240;1.250;1.026;667
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Penyakit pada sistem pencernaan;439;53;1.508;413;609;566;614;572;545;632;554
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Penyakit pada kulit dan jaringan subcutaneous;160;60;587;160;239;211;195;230;192;215;209
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Penyakit pada sistem musculoskletal;259;407;1.136;241;426;388;433;443;379;382;344
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Penyakit pada sistem saluran kemih dan genital;32;254;130;22;54;51;46;53;53;52;49
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Kehamilan dan kelahiran;18;122;70;17;23;15;15;16;9;17;12
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Keadaan yang berasal dari periode perinatal;6;182;11;2;5;7;8;5;8;12;2
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Malformasi kongenital, deformasi dan kelainan chromosom;5;27;11;5;7;4;2;5;6;10;1
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;83;0;313;85;117;107;114;87;57;47;50
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Keracunan, cedera dan beberapa penyebab yang dari luar;26;156;133;34;43;40;33;42;22;24;28
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Penyebab morbiditas dan kematian eksternal;0;42;0;0;2;0;0;1;1;1;1
Surabaya Utara;Pabean Cantian;Puskesmas Perak Timur;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;681;218;2.020;410;782;577;503;782;612;598;700
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Penyakit Infeksi dan parasit;177;303;547;169;218;171;197;197;196;191;217
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Neoplasma;30;19;68;24;28;39;21;20;29;38;30
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;7;22;16;3;6;3;6;6;6;4;2
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Endokrin, nutrisi dan gangguan metabolik;233;80;514;83;125;123;143;209;164;184;158
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Gangguan jiwa dan perilaku;41;17;122;23;41;35;46;39;46;44;49
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Penyakit yang mengenai sistem syaraf;60;31;148;25;60;37;46;39;35;44;30
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Penyakit mata dan adnexa;74;67;242;56;71;64;81;48;56;64;46
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Penyakit telinga dan mastoid;106;103;333;86;100;96;120;112;119;148;141
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Penyakit pada sistem sirkulasi;352;104;752;103;157;213;233;240;247;259;221
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Penyakit pada sistem pernafasan;740;982;2.183;657;772;663;689;1.032;999;902;662
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Penyakit pada sistem pencernaan;656;435;1.955;530;701;632;639;675;640;649;661
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Penyakit pada kulit dan jaringan subcutaneous;177;227;489;135;170;150;233;249;227;229;252
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Penyakit pada sistem musculoskletal;452;345;1.321;266;547;412;456;551;492;488;517
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Penyakit pada sistem saluran kemih dan genital;86;49;226;66;98;95;76;99;78;111;117
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Kehamilan dan kelahiran;22;1;45;7;13;12;7;9;16;15;14
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Keadaan yang berasal dari periode perinatal;6;247;8;2;4;9;7;5;7;3;10
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Malformasi kongenital, deformasi dan kelainan chromosom;3;63;14;1;3;5;3;4;6;4;5
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;255;490;734;157;286;180;224;282;293;316;248
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Keracunan, cedera dan beberapa penyebab yang dari luar;99;230;287;61;123;88;133;180;124;153;132
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Penyebab morbiditas dan kematian eksternal;2;9;6;3;5;2;2;11;3;1;5
Surabaya Timur;Gubeng;Puskesmas Pucangsewu;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;577;1;1.562;380;573;521;555;620;519;673;597
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Penyakit Infeksi dan parasit;228;116;643;155;189;154;152;139;166;131;108
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Neoplasma;14;47;41;8;20;14;19;25;12;14;11
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;2;29;4;3;4;2;4;4;2;2;5
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Endokrin, nutrisi dan gangguan metabolik;113;89;323;47;65;56;82;102;102;103;79
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Gangguan jiwa dan perilaku;10;43;40;9;9;8;4;10;10;6;10
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Penyakit yang mengenai sistem syaraf;43;100;93;32;38;32;24;18;15;12;12
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Penyakit mata dan adnexa;42;588;153;29;52;28;38;46;47;45;51
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Penyakit telinga dan mastoid;63;590;184;42;76;68;45;50;27;28;15
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Penyakit pada sistem sirkulasi;110;124;359;32;54;64;102;125;103;109;84
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Penyakit pada sistem pernafasan;554;274;1.746;453;529;449;489;607;600;334;201
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Penyakit pada sistem pencernaan;534;28;1.564;334;384;199;221;437;393;457;373
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Penyakit pada kulit dan jaringan subcutaneous;126;4;368;81;99;79;118;89;79;82;81
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Penyakit pada sistem musculoskletal;249;161;797;155;223;180;203;172;128;194;138
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Penyakit pada sistem saluran kemih dan genital;40;37;108;22;40;37;33;33;22;39;31
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Kehamilan dan kelahiran;27;696;60;9;23;17;19;23;16;17;9
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Keadaan yang berasal dari periode perinatal;0;327;1;0;1;0;1;0;2;0;2
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Malformasi kongenital, deformasi dan kelainan chromosom;0;16;3;0;1;0;3;1;1;6;1
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;168;1;456;103;151;127;128;101;94;74;47
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Keracunan, cedera dan beberapa penyebab yang dari luar;39;170;124;46;53;51;41;31;36;49;25
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Penyebab morbiditas dan kematian eksternal;0;17;6;5;4;3;1;1;0;0;0
Surabaya Selatan;Sawahan;Puskesmas Putat Jaya;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;374;31;973;289;424;397;400;393;352;260;195
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Penyakit Infeksi dan parasit;144;81;400;96;113;97;107;106;98;94;127
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Neoplasma;9;65;35;7;16;10;14;16;8;9;12
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;2;225;5;1;1;1;2;0;1;4;4
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Endokrin, nutrisi dan gangguan metabolik;66;856;174;40;35;35;38;51;61;39;49
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Gangguan jiwa dan perilaku;3;423;17;1;1;1;3;8;5;6;6
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Penyakit yang mengenai sistem syaraf;33;197;92;20;14;6;8;9;9;10;12
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Penyakit mata dan adnexa;58;292;166;29;43;36;32;26;42;34;33
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Penyakit telinga dan mastoid;50;31;123;28;32;21;16;28;24;23;27
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Penyakit pada sistem sirkulasi;100;1;335;115;80;52;68;64;65;46;69
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Penyakit pada sistem pernafasan;397;75;1.049;264;302;282;330;470;389;400;337
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Penyakit pada sistem pencernaan;455;42;1.248;308;491;342;363;386;391;504;451
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Penyakit pada kulit dan jaringan subcutaneous;83;383;237;72;95;81;83;83;76;97;101
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Penyakit pada sistem musculoskletal;248;255;623;126;213;176;162;206;143;184;168
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Penyakit pada sistem saluran kemih dan genital;23;19;61;16;16;14;17;25;22;20;27
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Kehamilan dan kelahiran;4;4;10;2;4;3;4;0;4;1;12
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Keadaan yang berasal dari periode perinatal;5;93;12;4;1;1;3;0;1;0;1
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Malformasi kongenital, deformasi dan kelainan chromosom;4;14;8;1;1;0;0;1;2;2;1
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Gejala, tanda, kelainan klinik dan kelainan lab yg tidak ditemukan pada klasifikasi lain;215;49;553;135;127;130;155;138;154;138;160
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Keracunan, cedera dan beberapa penyebab yang dari luar;45;71;127;33;23;27;34;44;23;41;34
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Penyebab morbiditas dan kematian eksternal;0;91;1;1;0;0;0;0;1;0;0
Surabaya Timur;Tambaksari;Puskesmas Rangkah;Faktor-faktor yang mempengaruhi status kesehatan dan hubungannya dengan jasa kesehatan;357;107;850;161;257;284;529;380;212;265;215
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Penyakit Infeksi dan parasit;137;757;400;118;129;95;126;118;105;138;112
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Neoplasma;16;601;42;6;8;3;4;3;5;7;3
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Penyakit darah dan organ pembentuk darah termasuk ganguan sistem imun;0;131;8;1;1;1;1;7;3;3;1
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Endokrin, nutrisi dan gangguan metabolik;49;227;151;43;72;41;69;97;86;60;51
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Gangguan jiwa dan perilaku;8;50;23;4;8;3;1;0;2;5;3
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Penyakit yang mengenai sistem syaraf;24;2;91;17;15;15;8;5;4;4;4
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Penyakit mata dan adnexa;56;142;232;71;107;82;97;91;76;97;58
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Penyakit telinga dan mastoid;38;84;111;32;31;21;29;21;21;25;24
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Penyakit pada sistem sirkulasi;82;443;254;59;49;40;45;59;39;60;50
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Penyakit pada sistem pernafasan;549;189;1.587;447;506;547;560;691;644;541;370
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Penyakit pada sistem pencernaan;411;15;1.163;229;400;339;348;362;344;376;403
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Penyakit pada kulit dan jaringan subcutaneous;155;5;453;92;131;133;115;115;110;134;124
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Penyakit pada sistem musculoskletal;100;56;398;94;123;109;118;136;127;144;113
Surabaya Utara;Semampir;Puskesmas Sawah Pulo;Penyakit pada sistem saluran kemih dan genital;22;42;69;20;32;14;19;17;20;24;23
